image_id,labels
park_92,"['buildings', 'grass', 'park', 'swimming pool', 'trail', 'trees']"
park_93,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_94,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_95,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_96,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_97,"['buildings', 'park', 'trees', 'water']"
park_98,"['buildings', 'cars', 'park', 'swimming pool', 'trees', 'water']"
park_99,"['buildings', 'cars', 'grass', 'park', 'trees', 'water']"
park_100,"['bare soil', 'buildings', 'grass', 'park', 'trees']"
park_101,"['buildings', 'cars', 'park', 'pavement', 'trees']"
park_102,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_103,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_104,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_105,"['bare soil', 'buildings', 'park', 'trail', 'trees']"
park_106,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_107,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_108,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees']"
park_109,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_110,"['buildings', 'cars', 'park', 'pavement', 'trail', 'trees']"
park_111,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_112,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_113,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_114,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_115,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_116,"['buildings', 'grass', 'park', 'road', 'track', 'trail', 'trees']"
park_117,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_118,"['buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_119,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_120,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_121,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_122,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_123,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'trail', 'trees', 'water']"
park_124,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_125,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_126,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_127,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_128,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_129,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_130,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_131,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_132,"['bare soil', 'buildings', 'cars', 'park', 'trail', 'trees']"
park_133,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_134,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_135,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_136,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_137,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_138,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_139,"['buildings', 'park', 'trail', 'trees', 'water']"
park_140,"['bare soil', 'buildings', 'park', 'trail', 'trees', 'water']"
park_141,"['bare soil', 'buildings', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_142,"['buildings', 'park', 'road', 'trail', 'trees', 'water']"
park_143,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trees']"
park_144,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_145,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_146,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_147,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_148,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_149,"['buildings', 'cars', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_150,"['buildings', 'cars', 'park', 'pavement', 'trail', 'trees']"
park_151,"['buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_152,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_153,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_154,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_155,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_156,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_157,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_158,"['buildings', 'cars', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_159,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_160,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_161,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_162,"['cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_163,"['buildings', 'cars', 'grass', 'park', 'trees', 'water']"
park_164,"['buildings', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_165,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_166,"['buildings', 'park', 'swimming pool', 'trees', 'water']"
park_167,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_168,"['buildings', 'park', 'trees', 'water']"
park_169,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_170,"['buildings', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_171,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_172,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_173,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_174,"['grass', 'park', 'trail', 'trees', 'water']"
park_175,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_176,"['buildings', 'cars', 'park', 'pavement', 'road', 'track', 'trees']"
park_177,"['cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_178,"['bare soil', 'buildings', 'cars', 'park', 'trees', 'water']"
park_179,"['buildings', 'cars', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_180,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_181,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_182,"['buildings', 'park', 'trail', 'trees', 'water']"
park_183,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_184,"['buildings', 'park', 'trail', 'trees']"
park_185,"['bare soil', 'buildings', 'grass', 'park', 'trees', 'water']"
park_186,"['bare soil', 'buildings', 'grass', 'park', 'swimming pool', 'trail', 'trees', 'water']"
park_187,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'road', 'trees']"
park_188,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_189,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_190,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_191,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'track', 'trail', 'trees']"
park_192,"['buildings', 'park', 'trees']"
park_193,"['bare soil', 'buildings', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_194,"['bare soil', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_195,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_196,"['grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_197,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_198,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_199,"['buildings', 'grass', 'park', 'trees', 'water']"
park_200,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_201,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_202,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_203,"['bare soil', 'cars', 'park', 'trees']"
park_204,"['buildings', 'park', 'trees', 'water']"
park_205,"['buildings', 'cars', 'park', 'trees']"
park_206,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trees', 'water']"
park_207,"['cars', 'park', 'pavement', 'trees']"
park_208,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_209,"['buildings', 'park', 'trail', 'trees', 'water']"
park_210,"['buildings', 'grass', 'park', 'trail', 'trees']"
park_211,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_212,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_213,"['buildings', 'park', 'pavement', 'trail', 'trees', 'water']"
park_214,"['buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_215,"['buildings', 'park', 'trees']"
park_216,"['buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_217,"['buildings', 'park', 'trail', 'trees', 'water']"
park_218,"['buildings', 'cars', 'park', 'trail', 'trees']"
park_219,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_220,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_221,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_222,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'swimming pool', 'trail', 'trees', 'water']"
park_223,"['bare soil', 'buildings', 'park', 'trees']"
park_224,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_225,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'swimming pool', 'trail', 'trees', 'water']"
park_226,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_227,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_228,"['buildings', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_229,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_230,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_231,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_232,"['buildings', 'park', 'trees', 'water']"
park_233,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_234,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_235,"['buildings', 'park', 'trail', 'trees', 'water']"
park_236,"['buildings', 'park', 'trail', 'trees', 'water']"
park_237,"['buildings', 'park', 'pavement', 'trail', 'trees', 'water']"
park_238,"['buildings', 'park', 'pavement', 'trail', 'trees', 'water']"
park_239,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_240,"['buildings', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_241,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_242,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_243,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'track', 'trail', 'trees', 'water']"
park_244,"['buildings', 'park', 'trees']"
park_245,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'track', 'trail', 'trees']"
park_246,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'road', 'swimming pool', 'trail', 'trees', 'water']"
park_247,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_248,"['buildings', 'grass', 'park', 'trail', 'trees']"
park_249,"['buildings', 'park', 'trail', 'trees', 'water']"
park_250,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_251,"['buildings', 'park', 'trail', 'trees', 'water']"
park_252,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_253,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_254,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_255,"['buildings', 'grass', 'park', 'swimming pool', 'trail', 'trees', 'water']"
park_256,"['bare soil', 'park', 'trail', 'trees', 'water']"
park_257,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
park_258,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees']"
park_259,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'trail', 'trees', 'water']"
park_260,"['buildings', 'cars', 'park', 'swimming pool', 'trail', 'trees']"
park_261,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_262,"['buildings', 'cars', 'park', 'swimming pool', 'trail', 'trees']"
park_263,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_264,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_265,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_266,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_267,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'track', 'trail', 'trees', 'water']"
park_268,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_269,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_270,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_271,"['buildings', 'park', 'trees']"
park_272,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_273,"['bare soil', 'buildings', 'park', 'trail', 'trees', 'water']"
park_274,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_275,"['bare soil', 'buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_276,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_277,"['buildings', 'cars', 'grass', 'park', 'road', 'trail', 'trees', 'water']"
park_278,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_279,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_280,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_281,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_282,"['buildings', 'grass', 'park', 'pavement', 'road', 'swimming pool', 'trail', 'trees', 'water']"
park_283,"['buildings', 'grass', 'park', 'trail', 'trees']"
park_284,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_285,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_286,"['bare soil', 'buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_287,"['buildings', 'park', 'track', 'trail', 'trees']"
park_288,"['buildings', 'park', 'trail', 'trees', 'water']"
park_289,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_290,"['buildings', 'cars', 'park', 'pavement', 'trail', 'trees', 'water']"
park_291,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_292,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_293,"['buildings', 'park', 'swimming pool', 'trail', 'trees', 'water']"
park_294,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
park_295,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_296,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_297,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_298,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_299,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
park_300,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_301,"['buildings', 'cars', 'grass', 'park', 'pavement', 'trail', 'trees', 'water']"
park_302,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_303,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_304,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_305,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_306,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_307,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees']"
park_308,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees', 'water']"
park_309,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_310,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_311,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_312,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
park_313,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
park_314,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'swimming pool', 'trail', 'trees', 'water']"
park_315,"['buildings', 'cars', 'grass', 'park', 'track', 'trail', 'trees']"
park_316,"['buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_317,"['buildings', 'park', 'trail', 'trees', 'water']"
park_318,"['buildings', 'cars', 'park', 'trees', 'water']"
park_319,"['buildings', 'cars', 'grass', 'park', 'trail', 'trees']"
park_320,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees']"
park_321,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_322,"['bare soil', 'buildings', 'grass', 'park', 'trail', 'trees', 'water']"
park_323,"['buildings', 'cars', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_324,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_325,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_326,"['buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_327,"['bare soil', 'buildings', 'grass', 'park', 'pavement', 'road', 'trail', 'trees']"
park_328,"['buildings', 'grass', 'park', 'trail', 'trees']"
park_329,"['buildings', 'cars', 'grass', 'park', 'pavement', 'road', 'trail', 'trees', 'water']"
park_330,"['buildings', 'cars', 'park', 'trail', 'trees', 'water']"
