image_id,labels
industrial_area_97,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_98,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_99,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_100,"['buildings', 'grass', 'pavement', 'trees']"
industrial_area_101,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_102,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_103,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_104,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_105,"['buildings', 'factory', 'pavement']"
industrial_area_106,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_107,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_108,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_109,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_110,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_111,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_112,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_113,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_114,"['bare soil', 'buildings', 'cars', 'grass', 'pavement']"
industrial_area_115,"['bare soil', 'buildings', 'factory', 'grass', 'pavement']"
industrial_area_116,"['bare soil', 'buildings', 'cars', 'grass', 'pavement']"
industrial_area_117,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_118,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_119,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_120,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_121,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_122,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_123,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_124,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_125,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_126,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_127,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_128,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_129,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_130,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_131,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_132,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_133,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_134,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_135,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_136,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_137,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_138,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_139,"['bare soil', 'buildings', 'factory', 'grass', 'pavement']"
industrial_area_140,"['buildings', 'factory', 'grass', 'pavement']"
industrial_area_141,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_142,"['buildings', 'factory', 'grass', 'pavement']"
industrial_area_143,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_144,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_145,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_146,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_147,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_148,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_149,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_150,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_151,"['bare soil', 'buildings', 'factory', 'pavement', 'trees']"
industrial_area_152,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_153,"['buildings', 'factory', 'grass', 'pavement']"
industrial_area_154,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_155,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_156,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_157,"['bare soil', 'buildings', 'factory', 'pavement']"
industrial_area_158,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_159,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_160,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_161,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_162,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_163,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_164,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_165,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_166,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_167,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_168,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_169,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_170,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_171,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_172,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_173,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_174,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_175,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_176,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_177,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_178,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_179,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_180,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_181,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_182,"['buildings', 'factory', 'grass', 'pavement']"
industrial_area_183,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_184,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_185,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_186,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_187,"['buildings', 'cars', 'pavement']"
industrial_area_188,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_189,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_190,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_191,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_192,"['buildings', 'cars', 'grass', 'pavement']"
industrial_area_193,"['buildings', 'grass', 'pavement']"
industrial_area_194,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_195,"['buildings', 'factory', 'pavement']"
industrial_area_196,"['buildings', 'factory', 'pavement']"
industrial_area_197,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_198,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_199,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_200,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_201,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_202,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_203,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_204,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_205,"['cars', 'pavement']"
industrial_area_206,['pavement']
industrial_area_207,['pavement']
industrial_area_208,"['buildings', 'factory', 'pavement']"
industrial_area_209,"['buildings', 'factory', 'pavement']"
industrial_area_210,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_211,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_212,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_213,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_214,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_215,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_216,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_217,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_218,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_219,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_220,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_221,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_222,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_223,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_224,"['buildings', 'cars', 'pavement']"
industrial_area_225,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_226,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_227,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_228,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_229,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_230,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_231,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_232,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_233,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_234,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_235,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_236,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_237,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_238,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_239,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_240,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_241,"['buildings', 'factory', 'pavement', 'trees']"
industrial_area_242,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_243,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_244,"['bare soil', 'buildings', 'cars', 'pavement', 'trees']"
industrial_area_245,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_246,"['bare soil', 'buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_247,"['bare soil', 'buildings', 'factory', 'grass', 'pavement']"
industrial_area_248,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_249,"['buildings', 'cars', 'pavement']"
industrial_area_250,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_251,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_252,"['buildings', 'factory', 'pavement', 'trees']"
industrial_area_253,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_254,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_255,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_256,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_257,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_258,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_259,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_260,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_261,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_262,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_263,"['buildings', 'factory', 'pavement']"
industrial_area_264,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_265,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_266,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_267,"['buildings', 'grass', 'pavement', 'trees']"
industrial_area_268,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_269,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_270,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_271,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_272,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_273,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_274,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_275,"['buildings', 'cars', 'pavement']"
industrial_area_276,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_277,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_278,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_279,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_280,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_281,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_282,"['bare soil', 'buildings', 'cars', 'pavement', 'trees']"
industrial_area_283,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_284,"['buildings', 'cars', 'pavement', 'trees']"
industrial_area_285,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_286,"['bare soil', 'buildings', 'cars', 'pavement', 'trees']"
industrial_area_287,"['buildings', 'pavement', 'trees']"
industrial_area_288,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_289,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_290,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_291,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_292,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_293,"['buildings', 'factory', 'pavement']"
industrial_area_294,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_295,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_296,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_297,"['bare soil', 'buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_298,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_299,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_300,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_301,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_302,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_303,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_304,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_305,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_306,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_307,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_308,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_309,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_310,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_311,"['bare soil', 'buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_312,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_313,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_314,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_315,"['bare soil', 'buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_316,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_317,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_318,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_319,"['bare soil', 'buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_320,"['buildings', 'grass', 'pavement', 'trees']"
industrial_area_321,"['buildings', 'grass', 'pavement']"
industrial_area_322,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_323,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_324,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_325,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_326,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_327,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_328,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_329,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_330,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_331,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_332,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_333,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_334,"['bare soil', 'buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_335,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_336,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_337,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_338,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_339,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_340,"['bare soil', 'buildings', 'cars', 'factory', 'pavement']"
industrial_area_341,"['bare soil', 'buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_342,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_343,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_344,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_345,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_346,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_347,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_348,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_349,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_350,"['buildings', 'cars', 'factory', 'pavement', 'trees']"
industrial_area_351,"['buildings', 'cars', 'factory', 'pavement']"
industrial_area_352,"['buildings', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_353,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
industrial_area_354,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_355,"['buildings', 'cars', 'factory', 'grass', 'pavement', 'trees']"
industrial_area_356,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
industrial_area_357,"['buildings', 'cars', 'factory', 'grass', 'pavement']"
