image_id,labels
dense_residential_area_27,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_28,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_29,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_30,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_31,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_32,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_33,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_34,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_35,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_36,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_37,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_38,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_39,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_40,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_41,"['buildings', 'cars', 'dense residential area', 'pavement', 'road', 'trees']"
dense_residential_area_42,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_43,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_44,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_45,"['buildings', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_46,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_47,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_48,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road']"
dense_residential_area_49,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_50,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_51,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_52,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_53,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_54,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_55,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_56,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_57,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_58,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_59,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_60,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_61,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_62,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_63,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_64,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_65,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_66,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_67,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_68,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_69,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_70,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_71,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_72,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_73,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_74,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_75,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_76,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_77,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_78,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_79,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_80,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_81,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_82,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_83,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_84,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_85,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_86,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_87,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_88,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_89,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_90,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_91,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_92,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_93,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_94,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_95,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_96,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_97,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_98,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_99,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_100,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_101,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_102,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_103,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_104,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_105,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_106,"['buildings', 'cars', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_107,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_108,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_109,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_110,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_111,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_112,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_113,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_114,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_115,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_116,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_117,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_118,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_119,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_120,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_121,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_122,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_123,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_124,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_125,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_126,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_127,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_128,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_129,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_130,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_131,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_132,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_133,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_134,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_135,"['buildings', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_136,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_137,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_138,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_139,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_140,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_141,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_142,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_143,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_144,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_145,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_146,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_147,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_148,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_149,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_150,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_151,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road']"
dense_residential_area_152,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_153,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_154,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_155,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_156,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_157,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_158,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road']"
dense_residential_area_159,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_160,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_161,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_162,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_163,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_164,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_165,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_166,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_167,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_168,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_169,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_170,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_171,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_172,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_173,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_174,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_175,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_176,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_177,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_178,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_179,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_180,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_181,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_182,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_183,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_184,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_185,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_186,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_187,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_188,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_189,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_190,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_191,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_192,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_193,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_194,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_195,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_196,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_197,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_198,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_199,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_200,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_201,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_202,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_203,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_204,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_205,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_206,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_207,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_208,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_209,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_210,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_211,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_212,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_213,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_214,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_215,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_216,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_217,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_218,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_219,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_220,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_221,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_222,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_223,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_224,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_225,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_226,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_227,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_228,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_229,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_230,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_231,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_232,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_233,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_234,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_235,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_236,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_237,"['buildings', 'cars', 'dense residential area', 'pavement', 'road']"
dense_residential_area_238,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_239,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_240,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_241,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_242,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_243,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_244,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_245,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_246,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_247,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_248,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_249,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_250,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'swimming pool', 'trees', 'water']"
dense_residential_area_251,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_252,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_253,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
dense_residential_area_254,"['buildings', 'cars', 'dense residential area', 'grass', 'pavement', 'road', 'trees']"
