image_id,labels
commercial_area_248,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_249,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_250,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_251,"['buildings', 'pavement', 'road', 'trees']"
commercial_area_252,"['buildings', 'pavement', 'trees']"
commercial_area_253,"['buildings', 'pavement', 'trees']"
commercial_area_254,"['buildings', 'pavement', 'trees']"
commercial_area_255,"['buildings', 'grass', 'pavement', 'road', 'trees']"
commercial_area_256,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_257,"['buildings', 'pavement', 'road', 'trees']"
commercial_area_258,"['buildings', 'pavement', 'road']"
commercial_area_259,"['buildings', 'pavement', 'trees']"
commercial_area_260,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_261,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_262,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_263,"['buildings', 'grass', 'pavement', 'road', 'trees']"
commercial_area_264,"['buildings', 'grass', 'pavement', 'trees']"
commercial_area_265,"['buildings', 'pavement', 'road', 'trees']"
commercial_area_266,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_267,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_268,"['buildings', 'cars', 'grass', 'parking lot', 'pavement', 'road', 'trees']"
commercial_area_269,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_270,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_271,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_272,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_273,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_274,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_275,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_276,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_277,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_278,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_279,"['buildings', 'cars', 'pavement']"
commercial_area_280,"['buildings', 'pavement']"
commercial_area_281,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_282,"['buildings', 'cars', 'parking lot', 'pavement', 'trees']"
commercial_area_283,"['buildings', 'cars', 'parking lot', 'pavement', 'trees']"
commercial_area_284,"['buildings', 'cars', 'parking lot', 'pavement', 'trees']"
commercial_area_285,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_286,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_287,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_288,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_289,"['buildings', 'cars', 'pavement']"
commercial_area_290,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_291,"['buildings', 'cars', 'parking lot', 'pavement', 'trees']"
commercial_area_292,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_293,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_294,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_295,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_296,"['buildings', 'cars', 'pavement', 'trees', 'water']"
commercial_area_297,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_298,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_299,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_300,"['buildings', 'cars', 'pavement']"
commercial_area_301,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
commercial_area_302,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_303,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_304,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_305,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_306,"['buildings', 'cars', 'grass', 'pavement', 'trees']"
commercial_area_307,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_308,"['buildings', 'cars', 'grass', 'parking lot', 'pavement', 'road', 'trees']"
commercial_area_309,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_310,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_311,"['buildings', 'pavement', 'road', 'trees']"
commercial_area_312,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_313,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_314,"['buildings', 'cars', 'pavement']"
commercial_area_315,"['buildings', 'cars', 'pavement']"
commercial_area_316,"['buildings', 'cars', 'grass', 'pavement', 'road', 'trees']"
commercial_area_317,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_318,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_319,"['buildings', 'pavement', 'trees', 'water']"
commercial_area_320,"['buildings', 'cars', 'pavement', 'trees']"
commercial_area_321,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_322,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_323,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_324,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_325,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_326,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_327,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_328,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_329,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_330,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_331,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
commercial_area_332,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_333,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_334,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_335,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_336,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_337,"['buildings', 'pavement', 'trees']"
commercial_area_338,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_339,"['buildings', 'cars', 'pavement']"
commercial_area_340,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_341,"['buildings', 'cars', 'pavement']"
commercial_area_342,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
commercial_area_343,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_344,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_345,"['buildings', 'cars', 'pavement']"
commercial_area_346,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_347,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_348,"['buildings', 'pavement', 'trees']"
commercial_area_349,"['buildings', 'pavement']"
commercial_area_350,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_351,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_352,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_353,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_354,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_355,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_356,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_357,"['buildings', 'cars', 'parking lot', 'pavement', 'road', 'trees']"
commercial_area_358,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_359,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
commercial_area_360,"['buildings', 'pavement']"
commercial_area_361,"['buildings', 'pavement']"
commercial_area_362,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_363,"['buildings', 'pavement']"
commercial_area_364,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_365,"['buildings', 'cars', 'pavement']"
commercial_area_366,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_367,"['buildings', 'pavement']"
commercial_area_368,"['buildings', 'cars', 'pavement']"
commercial_area_369,"['buildings', 'grass', 'pavement', 'trees']"
commercial_area_370,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_371,"['buildings', 'cars', 'pavement', 'road', 'trees']"
commercial_area_372,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_373,"['buildings', 'cars', 'pavement']"
commercial_area_374,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_375,"['buildings', 'pavement']"
commercial_area_376,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_377,"['buildings', 'cars', 'pavement']"
commercial_area_378,"['buildings', 'cars', 'pavement']"
commercial_area_379,"['buildings', 'cars', 'pavement']"
commercial_area_380,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_381,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_382,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_383,"['buildings', 'cars', 'pavement']"
commercial_area_384,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_385,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_386,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
commercial_area_387,"['buildings', 'cars', 'pavement']"
commercial_area_388,"['buildings', 'pavement']"
commercial_area_389,"['buildings', 'pavement']"
commercial_area_390,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
commercial_area_391,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_392,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_393,"['buildings', 'cars', 'pavement']"
commercial_area_394,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_395,"['buildings', 'cars', 'pavement']"
commercial_area_396,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_397,"['buildings', 'pavement']"
commercial_area_398,"['buildings', 'cars', 'parking lot', 'pavement']"
commercial_area_399,"['buildings', 'cars', 'pavement', 'road']"
commercial_area_400,"['buildings', 'cars', 'pavement']"
commercial_area_401,"['buildings', 'pavement']"
commercial_area_402,"['buildings', 'cars', 'parking lot', 'pavement', 'road']"
